REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
RE1,IN_DEMTERELCREF_CEN_LOW,2,2031,0.0
RE1,IN_DEMTERELCREF_CEN_MID,1,2031,0.0
RE1,IN_DEMTERELCREF_CEN_MID,2,2031,0.0
RE1,IN_DEMTERLPGCKN_HIG,1,2031,0.0
RE1,IN_DEMTERLPGCKN_HIG,2,2031,0.0
RE1,IN_DEMTERLPGCKN_LOW,1,2031,0.0
RE1,IN_DEMTERLPGCKN_LOW,2,2031,0.0
RE1,IN_DEMTERLPGCKN_MID,1,2031,0.0
RE1,IN_DEMTERLPGCKN_MID,2,2031,0.0
RE1,IN_DEMTRADSLFWD,1,2031,0.0
RE1,IN_DEMTRADSLFWD,2,2031,0.0
RE1,IN_DEMTRADSLLDV,1,2031,0.0
RE1,IN_DEMTRADSLLDV,2,2031,0.0
RE1,IN_DEMTRADSLMIC,1,2031,0.0
RE1,IN_DEMTRADSLMIC,2,2031,0.0
RE1,IN_DEMTRADSLSHP,1,2031,0.0
RE1,IN_DEMTRADSLSHP,2,2031,0.0
RE1,IN_DEMTRADSLTAX,1,2031,0.0
RE1,IN_DEMTRADSLTAX,2,2031,0.0
RE1,IN_DEMTRADSLTCK_C2P,1,2031,0.0
RE1,IN_DEMTRADSLTCK_C2P,2,2031,0.0
RE1,IN_DEMTRADSLTCK_CSG,1,2031,0.0
RE1,IN_DEMTRADSLTCK_CSG,2,2031,0.0
RE1,IN_DEMTRAELCFWD,1,2031,0.0
RE1,IN_DEMTRAELCFWD,2,2031,0.0
RE1,IN_DEMTRAELCLDV,1,2031,0.0
RE1,IN_DEMTRAELCLDV,2,2031,0.0
RE1,IN_DEMTRAELCMIC,1,2031,0.0
RE1,IN_DEMTRAELCMIC,2,2031,0.0
RE1,IN_DEMTRAELCMOT,1,2031,0.0
RE1,IN_DEMTRAELCMOT,2,2031,0.0
RE1,IN_DEMTRAELCTAX,1,2031,0.0
RE1,IN_DEMTRAELCTAX,2,2031,0.0
RE1,IN_DEMTRAELCTCK_C2P,1,2031,0.0
RE1,IN_DEMTRAELCTCK_C2P,2,2031,0.0
RE1,IN_DEMTRAELCTCK_CSG,1,2031,0.0
RE1,IN_DEMTRAELCTCK_CSG,2,2031,0.0
RE1,IN_DEMTRAFOLSHP,1,2031,0.0
RE1,IN_DEMTRAFOLSHP,2,2031,0.0
RE1,IN_DEMTRAGSLFWD,1,2031,0.0
RE1,IN_DEMTRAGSLFWD,2,2031,0.0
RE1,IN_DEMTRAGSLLDV,1,2031,0.0
RE1,IN_DEMTRAGSLLDV,2,2031,0.0
RE1,IN_DEMTRAGSLMIC,1,2031,0.0
RE1,IN_DEMTRAGSLMIC,2,2031,0.0
RE1,IN_DEMTRAGSLMOT,1,2031,0.0
RE1,IN_DEMTRAGSLMOT,2,2031,0.0
RE1,IN_DEMTRAGSLTAX,1,2031,0.0
RE1,IN_DEMTRAGSLTAX,2,2031,0.0
RE1,IN_DEMTRAGSLTCK_C2P,1,2031,0.0
RE1,IN_DEMTRAGSLTCK_C2P,2,2031,0.0
RE1,IN_DEMTRAHEVFWD,1,2031,0.0
RE1,IN_DEMTRAHEVFWD,2,2031,0.0
RE1,IN_DEMTRAHEVLDV,1,2031,0.0
RE1,IN_DEMTRAHEVLDV,2,2031,0.0
RE1,IN_DEMTRAJETAVI,1,2031,0.0
RE1,IN_DEMTRAJETAVI,2,2031,0.0
RE1,IN_DEMTRAJETSAFAVI,1,2031,0.0
RE1,IN_DEMTRAJETSAFAVI,2,2031,0.0
RE1,IN_DEMTRAPHEVFWD,1,2031,0.0
RE1,IN_DEMTRAPHEVFWD,2,2031,0.0
RE1,IN_DEMTRAPHEVLDV,1,2031,0.0
RE1,IN_DEMTRAPHEVLDV,2,2031,0.0
RE1,IN_DEMTRAPHEVTAX,1,2031,0.0
RE1,IN_DEMTRAPHEVTAX,2,2031,0.0
RE1,IN_MINWOO,1,2031,0.0
RE1,IN_MINWOO,2,2031,0.0
RE1,IN_PWRSOLRTP_ZNI,1,2031,0.0
RE1,IN_PWRSOLRTP_ZNI,2,2031,0.0
RE1,IN_PWRSTD,1,2031,0.0
RE1,IN_PWRSTD,2,2031,0.0
RE1,IN_TYDDSL,1,2031,0.0
RE1,IN_TYDDSL,2,2031,0.0
RE1,IN_TYDGSL,1,2031,0.0
RE1,IN_TYDGSL,2,2031,0.0
RE1,IN_TYDJET,1,2031,0.0
RE1,IN_TYDJET,2,2031,0.0
RE1,IN_TYDLPG,1,2031,0.0
RE1,IN_TYDLPG,2,2031,0.0
RE1,IN_UPSBJS,1,2031,0.0
RE1,IN_UPSBJS,2,2031,0.0
RE1,IN_UPSEVC,1,2031,0.0
RE1,IN_UPSEVC,2,2031,0.0
RE1,IN_UPSEV_FC,1,2031,0.0
RE1,IN_UPSEV_FC,2,2031,0.0
RE1,NE_DEMAGFDSL,1,2031,0.0
RE1,NE_DEMAGFDSL,2,2031,0.0
RE1,NE_DEMAGFELC,1,2031,0.0
RE1,NE_DEMAGFELC,2,2031,0.0
RE1,NE_DEMAGFGSL,1,2031,0.0
RE1,NE_DEMAGFGSL,2,2031,0.0
RE1,NE_DEMAGFNGS,1,2031,0.0
RE1,NE_DEMAGFNGS,2,2031,0.0
RE1,NE_DEMAGFWOO,1,2031,0.0
RE1,NE_DEMAGFWOO,2,2031,0.0
RE1,NE_DEMCONSDSL,1,2031,0.0
RE1,NE_DEMCONSDSL,2,2031,0.0
RE1,NE_DEMCONSELC,1,2031,0.0
RE1,NE_DEMCONSELC,2,2031,0.0
RE1,NE_DEMCONSNGS,1,2031,0.0
RE1,NE_DEMCONSNGS,2,2031,0.0
RE1,NE_DEMCOQDSL,1,2031,0.0
RE1,NE_DEMCOQDSL,2,2031,0.0
RE1,NE_DEMCOQELC,1,2031,0.0
RE1,NE_DEMCOQELC,2,2031,0.0
RE1,NE_DEMCOQGSL,1,2031,0.0
RE1,NE_DEMCOQGSL,2,2031,0.0
RE1,NE_DEMINDAUTBOI,1,2031,0.0
RE1,NE_DEMINDAUTBOI,2,2031,0.0
RE1,NE_DEMINDAUTFUR,1,2031,0.0
RE1,NE_DEMINDAUTFUR,2,2031,0.0
RE1,NE_DEMINDBGSBOI_HIG,1,2031,0.0
RE1,NE_DEMINDBGSBOI_HIG,2,2031,0.0
RE1,NE_DEMINDBGSBOI_LOW,1,2031,0.0
RE1,NE_DEMINDBGSBOI_LOW,2,2031,0.0
RE1,NE_DEMINDBGSBOI_MID,1,2031,0.0
RE1,NE_DEMINDBGSBOI_MID,2,2031,0.0
RE1,NE_DEMINDBGSFUR_HIG,1,2031,0.0
RE1,NE_DEMINDBGSFUR_HIG,2,2031,0.0
RE1,NE_DEMINDBGSFUR_LOW,1,2031,0.0
RE1,NE_DEMINDBGSFUR_LOW,2,2031,0.0
RE1,NE_DEMINDBGSFUR_MID,1,2031,0.0
RE1,NE_DEMINDBGSFUR_MID,2,2031,0.0
RE1,NE_DEMINDCOABOI_HIG,1,2031,0.0
RE1,NE_DEMINDCOABOI_HIG,2,2031,0.0
RE1,NE_DEMINDCOABOI_LOW,1,2031,0.0
RE1,NE_DEMINDCOABOI_LOW,2,2031,0.0
RE1,NE_DEMINDCOABOI_MID,1,2031,0.0
RE1,NE_DEMINDCOABOI_MID,2,2031,0.0
RE1,NE_DEMINDCOAFUR_HIG,1,2031,0.0
RE1,NE_DEMINDCOAFUR_HIG,2,2031,0.0
RE1,NE_DEMINDCOAFUR_LOW,1,2031,0.0
RE1,NE_DEMINDCOAFUR_LOW,2,2031,0.0
RE1,NE_DEMINDCOAFUR_MID,1,2031,0.0
RE1,NE_DEMINDCOAFUR_MID,2,2031,0.0
RE1,NE_DEMINDCOAOTH_LOW,1,2031,0.0
RE1,NE_DEMINDCOAOTH_LOW,2,2031,0.0
RE1,NE_DEMINDDSLBOI_HIG,1,2031,0.0
RE1,NE_DEMINDDSLBOI_HIG,2,2031,0.0
RE1,NE_DEMINDDSLBOI_LOW,1,2031,0.0
RE1,NE_DEMINDDSLBOI_LOW,2,2031,0.0
RE1,NE_DEMINDDSLBOI_MID,1,2031,0.0
RE1,NE_DEMINDDSLBOI_MID,2,2031,0.0
RE1,NE_DEMINDDSLFUR_HIG,1,2031,0.0
RE1,NE_DEMINDDSLFUR_HIG,2,2031,0.0
RE1,NE_DEMINDDSLFUR_LOW,1,2031,0.0
RE1,NE_DEMINDDSLFUR_LOW,2,2031,0.0
RE1,NE_DEMINDDSLFUR_MID,1,2031,0.0
RE1,NE_DEMINDDSLFUR_MID,2,2031,0.0
RE1,NE_DEMINDELCAIR_HIG,1,2031,0.0
RE1,NE_DEMINDELCAIR_HIG,2,2031,0.0
RE1,NE_DEMINDELCAIR_LOW,1,2031,0.0
RE1,NE_DEMINDELCAIR_LOW,2,2031,0.0
RE1,NE_DEMINDELCAIR_MID,1,2031,0.0
RE1,NE_DEMINDELCAIR_MID,2,2031,0.0
RE1,NE_DEMINDELCBOI_HIG,1,2031,0.0
RE1,NE_DEMINDELCBOI_HIG,2,2031,0.0
RE1,NE_DEMINDELCBOI_LOW,1,2031,0.0
RE1,NE_DEMINDELCBOI_LOW,2,2031,0.0
RE1,NE_DEMINDELCBOI_MID,1,2031,0.0
RE1,NE_DEMINDELCBOI_MID,2,2031,0.0
RE1,NE_DEMINDELCFUR_HIG,1,2031,0.0
RE1,NE_DEMINDELCFUR_HIG,2,2031,0.0
RE1,NE_DEMINDELCFUR_LOW,1,2031,0.0
RE1,NE_DEMINDELCFUR_LOW,2,2031,0.0
RE1,NE_DEMINDELCFUR_MID,1,2031,0.0
RE1,NE_DEMINDELCFUR_MID,2,2031,0.0
RE1,NE_DEMINDELCILU_HIG,1,2031,0.0
RE1,NE_DEMINDELCILU_HIG,2,2031,0.0
RE1,NE_DEMINDELCILU_LOW,1,2031,0.0
RE1,NE_DEMINDELCILU_LOW,2,2031,0.0
RE1,NE_DEMINDELCILU_MID,1,2031,0.0
RE1,NE_DEMINDELCILU_MID,2,2031,0.0
RE1,NE_DEMINDELCMPW_HIG,1,2031,0.0
RE1,NE_DEMINDELCMPW_HIG,2,2031,0.0
RE1,NE_DEMINDELCMPW_LOW,1,2031,0.0
RE1,NE_DEMINDELCMPW_LOW,2,2031,0.0
RE1,NE_DEMINDELCMPW_MID,1,2031,0.0
RE1,NE_DEMINDELCMPW_MID,2,2031,0.0
RE1,NE_DEMINDELCOTH_HIG,1,2031,0.0
RE1,NE_DEMINDELCOTH_HIG,2,2031,0.0
RE1,NE_DEMINDELCOTH_LOW,1,2031,0.0
RE1,NE_DEMINDELCOTH_LOW,2,2031,0.0
RE1,NE_DEMINDELCOTH_MID,1,2031,0.0
RE1,NE_DEMINDELCOTH_MID,2,2031,0.0
RE1,NE_DEMINDELCREF_HIG,1,2031,0.0
RE1,NE_DEMINDELCREF_HIG,2,2031,0.0
RE1,NE_DEMINDELCREF_LOW,1,2031,0.0
RE1,NE_DEMINDELCREF_LOW,2,2031,0.0
RE1,NE_DEMINDELCREF_MID,1,2031,0.0
RE1,NE_DEMINDELCREF_MID,2,2031,0.0
RE1,NE_DEMINDHDGBOI_HIG,1,2031,0.0
RE1,NE_DEMINDHDGBOI_HIG,2,2031,0.0
RE1,NE_DEMINDHDGBOI_LOW,1,2031,0.0
RE1,NE_DEMINDHDGBOI_LOW,2,2031,0.0
RE1,NE_DEMINDLPGBOI_HIG,1,2031,0.0
RE1,NE_DEMINDLPGBOI_HIG,2,2031,0.0
RE1,NE_DEMINDLPGBOI_LOW,1,2031,0.0
RE1,NE_DEMINDLPGBOI_LOW,2,2031,0.0
RE1,NE_DEMINDLPGBOI_MID,1,2031,0.0
RE1,NE_DEMINDLPGBOI_MID,2,2031,0.0
RE1,NE_DEMINDLPGFUR_HIG,1,2031,0.0
RE1,NE_DEMINDLPGFUR_HIG,2,2031,0.0
RE1,NE_DEMINDLPGFUR_LOW,1,2031,0.0
RE1,NE_DEMINDLPGFUR_LOW,2,2031,0.0
RE1,NE_DEMINDLPGFUR_MID,1,2031,0.0
RE1,NE_DEMINDLPGFUR_MID,2,2031,0.0
RE1,NE_DEMINDNGSBOI_HIG,1,2031,0.0
RE1,NE_DEMINDNGSBOI_HIG,2,2031,0.0
RE1,NE_DEMINDNGSBOI_LOW,1,2031,0.0
RE1,NE_DEMINDNGSBOI_LOW,2,2031,0.0
RE1,NE_DEMINDNGSBOI_MID,1,2031,0.0
RE1,NE_DEMINDNGSBOI_MID,2,2031,0.0
RE1,NE_DEMINDNGSFURCSS,1,2031,0.0
RE1,NE_DEMINDNGSFURCSS,2,2031,0.0
RE1,NE_DEMINDNGSFUR_HIG,1,2031,0.0
RE1,NE_DEMINDNGSFUR_HIG,2,2031,0.0
RE1,NE_DEMINDNGSFUR_LOW,1,2031,0.0
RE1,NE_DEMINDNGSFUR_LOW,2,2031,0.0
RE1,NE_DEMINDNGSFUR_MID,1,2031,0.0
RE1,NE_DEMINDNGSFUR_MID,2,2031,0.0
RE1,NE_DEMMINIDSL,1,2031,0.0
RE1,NE_DEMMINIDSL,2,2031,0.0
RE1,NE_DEMMINIELC,1,2031,0.0
RE1,NE_DEMMINIELC,2,2031,0.0
RE1,NE_DEMMINIGSL,1,2031,0.0
RE1,NE_DEMMINIGSL,2,2031,0.0
RE1,NE_DEMMININGS,1,2031,0.0
RE1,NE_DEMMININGS,2,2031,0.0
RE1,NE_DEMNSEELC,1,2031,0.0
RE1,NE_DEMNSEELC,2,2031,0.0
RE1,NE_DEMRESBGSCKN_MID_RUR,1,2031,0.0
RE1,NE_DEMRESBGSCKN_MID_RUR,2,2031,0.0
RE1,NE_DEMRESELCAIR_PAR_HIG_RUR,1,2031,0.0
RE1,NE_DEMRESELCAIR_PAR_HIG_RUR,2,2031,0.0
RE1,NE_DEMRESELCAIR_PAR_HIG_URB,1,2031,0.0
RE1,NE_DEMRESELCAIR_PAR_HIG_URB,2,2031,0.0
RE1,NE_DEMRESELCAIR_PAR_LOW_RUR,1,2031,0.0
RE1,NE_DEMRESELCAIR_PAR_LOW_RUR,2,2031,0.0
RE1,NE_DEMRESELCAIR_PAR_LOW_URB,1,2031,0.0
RE1,NE_DEMRESELCAIR_PAR_LOW_URB,2,2031,0.0
RE1,NE_DEMRESELCAIR_PAR_MID_RUR,1,2031,0.0
RE1,NE_DEMRESELCAIR_PAR_MID_RUR,2,2031,0.0
RE1,NE_DEMRESELCAIR_PAR_MID_URB,1,2031,0.0
RE1,NE_DEMRESELCAIR_PAR_MID_URB,2,2031,0.0
RE1,NE_DEMRESELCAIR_POR_HIG_RUR,1,2031,0.0
RE1,NE_DEMRESELCAIR_POR_HIG_RUR,2,2031,0.0
RE1,NE_DEMRESELCAIR_POR_HIG_URB,1,2031,0.0
RE1,NE_DEMRESELCAIR_POR_HIG_URB,2,2031,0.0
RE1,NE_DEMRESELCAIR_POR_LOW_RUR,1,2031,0.0
RE1,NE_DEMRESELCAIR_POR_LOW_RUR,2,2031,0.0
RE1,NE_DEMRESELCAIR_POR_LOW_URB,1,2031,0.0
RE1,NE_DEMRESELCAIR_POR_LOW_URB,2,2031,0.0
RE1,NE_DEMRESELCAIR_POR_MID_RUR,1,2031,0.0
RE1,NE_DEMRESELCAIR_POR_MID_RUR,2,2031,0.0
RE1,NE_DEMRESELCAIR_POR_MID_URB,1,2031,0.0
RE1,NE_DEMRESELCAIR_POR_MID_URB,2,2031,0.0
RE1,NE_DEMRESELCAIR_SPL_HIG_RUR,1,2031,0.0
RE1,NE_DEMRESELCAIR_SPL_HIG_RUR,2,2031,0.0
RE1,NE_DEMRESELCAIR_SPL_HIG_URB,1,2031,0.0
RE1,NE_DEMRESELCAIR_SPL_HIG_URB,2,2031,0.0
RE1,NE_DEMRESELCAIR_SPL_LOW_RUR,1,2031,0.0
RE1,NE_DEMRESELCAIR_SPL_LOW_RUR,2,2031,0.0
RE1,NE_DEMRESELCAIR_SPL_LOW_URB,1,2031,0.0
RE1,NE_DEMRESELCAIR_SPL_LOW_URB,2,2031,0.0
RE1,NE_DEMRESELCAIR_SPL_MID_RUR,1,2031,0.0
RE1,NE_DEMRESELCAIR_SPL_MID_RUR,2,2031,0.0
RE1,NE_DEMRESELCAIR_SPL_MID_URB,1,2031,0.0
RE1,NE_DEMRESELCAIR_SPL_MID_URB,2,2031,0.0
RE1,NE_DEMRESELCCKN_HIG_RUR,1,2031,0.0
RE1,NE_DEMRESELCCKN_HIG_RUR,2,2031,0.0
RE1,NE_DEMRESELCCKN_HIG_URB,1,2031,0.0
RE1,NE_DEMRESELCCKN_HIG_URB,2,2031,0.0
RE1,NE_DEMRESELCCKN_LOW_RUR,1,2031,0.0
RE1,NE_DEMRESELCCKN_LOW_RUR,2,2031,0.0
RE1,NE_DEMRESELCCKN_LOW_URB,1,2031,0.0
RE1,NE_DEMRESELCCKN_LOW_URB,2,2031,0.0
RE1,NE_DEMRESELCCKN_MID_RUR,1,2031,0.0
RE1,NE_DEMRESELCCKN_MID_RUR,2,2031,0.0
RE1,NE_DEMRESELCCKN_MID_URB,1,2031,0.0
RE1,NE_DEMRESELCCKN_MID_URB,2,2031,0.0
RE1,NE_DEMRESELCFAN_HIG_RUR,1,2031,0.0
RE1,NE_DEMRESELCFAN_HIG_RUR,2,2031,0.0
RE1,NE_DEMRESELCFAN_HIG_URB,1,2031,0.0
RE1,NE_DEMRESELCFAN_HIG_URB,2,2031,0.0
RE1,NE_DEMRESELCFAN_LOW_RUR,1,2031,0.0
RE1,NE_DEMRESELCFAN_LOW_RUR,2,2031,0.0
RE1,NE_DEMRESELCFAN_LOW_URB,1,2031,0.0
RE1,NE_DEMRESELCFAN_LOW_URB,2,2031,0.0
RE1,NE_DEMRESELCFAN_MID_RUR,1,2031,0.0
RE1,NE_DEMRESELCFAN_MID_RUR,2,2031,0.0
RE1,NE_DEMRESELCFAN_MID_URB,1,2031,0.0
RE1,NE_DEMRESELCFAN_MID_URB,2,2031,0.0
RE1,NE_DEMRESELCILU_HIG_RUR,1,2031,0.0
RE1,NE_DEMRESELCILU_HIG_RUR,2,2031,0.0
RE1,NE_DEMRESELCILU_HIG_URB,1,2031,0.0
RE1,NE_DEMRESELCILU_HIG_URB,2,2031,0.0
RE1,NE_DEMRESELCILU_INC_RUR,1,2031,0.0
RE1,NE_DEMRESELCILU_INC_RUR,2,2031,0.0
RE1,NE_DEMRESELCILU_INC_URB,1,2031,0.0
RE1,NE_DEMRESELCILU_INC_URB,2,2031,0.0
RE1,NE_DEMRESELCILU_LFC_RUR,1,2031,0.0
RE1,NE_DEMRESELCILU_LFC_RUR,2,2031,0.0
RE1,NE_DEMRESELCILU_LFC_URB,1,2031,0.0
RE1,NE_DEMRESELCILU_LFC_URB,2,2031,0.0
RE1,NE_DEMRESELCILU_LOW_RUR,1,2031,0.0
RE1,NE_DEMRESELCILU_LOW_RUR,2,2031,0.0
RE1,NE_DEMRESELCILU_LOW_URB,1,2031,0.0
RE1,NE_DEMRESELCILU_LOW_URB,2,2031,0.0
RE1,NE_DEMRESELCILU_MID_RUR,1,2031,0.0
RE1,NE_DEMRESELCILU_MID_RUR,2,2031,0.0
RE1,NE_DEMRESELCILU_MID_URB,1,2031,0.0
RE1,NE_DEMRESELCILU_MID_URB,2,2031,0.0
RE1,NE_DEMRESELCOTH_HIG_RUR,1,2031,0.0
RE1,NE_DEMRESELCOTH_HIG_RUR,2,2031,0.0
RE1,NE_DEMRESELCOTH_HIG_URB,1,2031,0.0
RE1,NE_DEMRESELCOTH_HIG_URB,2,2031,0.0
RE1,NE_DEMRESELCOTH_LOW_RUR,1,2031,0.0
RE1,NE_DEMRESELCOTH_LOW_RUR,2,2031,0.0
RE1,NE_DEMRESELCOTH_LOW_URB,1,2031,0.0
RE1,NE_DEMRESELCOTH_LOW_URB,2,2031,0.0
RE1,NE_DEMRESELCOTH_MID_RUR,1,2031,0.0
RE1,NE_DEMRESELCOTH_MID_RUR,2,2031,0.0
RE1,NE_DEMRESELCOTH_MID_URB,1,2031,0.0
RE1,NE_DEMRESELCOTH_MID_URB,2,2031,0.0
RE1,NE_DEMRESELCREF_HIG_RUR,1,2031,0.0
RE1,NE_DEMRESELCREF_HIG_RUR,2,2031,0.0
RE1,NE_DEMRESELCREF_HIG_URB,1,2031,0.0
RE1,NE_DEMRESELCREF_HIG_URB,2,2031,0.0
RE1,NE_DEMRESELCREF_LOW_RUR,1,2031,0.0
RE1,NE_DEMRESELCREF_LOW_RUR,2,2031,0.0
RE1,NE_DEMRESELCREF_LOW_URB,1,2031,0.0
RE1,NE_DEMRESELCREF_LOW_URB,2,2031,0.0
RE1,NE_DEMRESELCREF_MID_RUR,1,2031,0.0
RE1,NE_DEMRESELCREF_MID_RUR,2,2031,0.0
RE1,NE_DEMRESELCREF_MID_URB,1,2031,0.0
RE1,NE_DEMRESELCREF_MID_URB,2,2031,0.0
RE1,NE_DEMRESELCTV_CRT_RUR,1,2031,0.0
RE1,NE_DEMRESELCTV_CRT_RUR,2,2031,0.0
RE1,NE_DEMRESELCTV_CRT_URB,1,2031,0.0
RE1,NE_DEMRESELCTV_CRT_URB,2,2031,0.0
RE1,NE_DEMRESELCTV_HIG_RUR,1,2031,0.0
RE1,NE_DEMRESELCTV_HIG_RUR,2,2031,0.0
RE1,NE_DEMRESELCTV_HIG_URB,1,2031,0.0
RE1,NE_DEMRESELCTV_HIG_URB,2,2031,0.0
RE1,NE_DEMRESELCTV_LOW_RUR,1,2031,0.0
RE1,NE_DEMRESELCTV_LOW_RUR,2,2031,0.0
RE1,NE_DEMRESELCTV_LOW_URB,1,2031,0.0
RE1,NE_DEMRESELCTV_LOW_URB,2,2031,0.0
RE1,NE_DEMRESELCTV_MID_RUR,1,2031,0.0
RE1,NE_DEMRESELCTV_MID_RUR,2,2031,0.0
RE1,NE_DEMRESELCTV_MID_URB,1,2031,0.0
RE1,NE_DEMRESELCTV_MID_URB,2,2031,0.0
RE1,NE_DEMRESELCWHT_DUC_HIG_RUR,1,2031,0.0
RE1,NE_DEMRESELCWHT_DUC_HIG_RUR,2,2031,0.0
RE1,NE_DEMRESELCWHT_DUC_HIG_URB,1,2031,0.0
RE1,NE_DEMRESELCWHT_DUC_HIG_URB,2,2031,0.0
RE1,NE_DEMRESELCWHT_DUC_LOW_RUR,1,2031,0.0
RE1,NE_DEMRESELCWHT_DUC_LOW_RUR,2,2031,0.0
RE1,NE_DEMRESELCWHT_DUC_LOW_URB,1,2031,0.0
RE1,NE_DEMRESELCWHT_DUC_LOW_URB,2,2031,0.0
RE1,NE_DEMRESELCWHT_DUC_MID_RUR,1,2031,0.0
RE1,NE_DEMRESELCWHT_DUC_MID_RUR,2,2031,0.0
RE1,NE_DEMRESELCWHT_DUC_MID_URB,1,2031,0.0
RE1,NE_DEMRESELCWHT_DUC_MID_URB,2,2031,0.0
RE1,NE_DEMRESELCWHT_PAS_HIG_RUR,1,2031,0.0
RE1,NE_DEMRESELCWHT_PAS_HIG_RUR,2,2031,0.0
RE1,NE_DEMRESELCWHT_PAS_HIG_URB,1,2031,0.0
RE1,NE_DEMRESELCWHT_PAS_HIG_URB,2,2031,0.0
RE1,NE_DEMRESELCWHT_PAS_LOW_RUR,1,2031,0.0
RE1,NE_DEMRESELCWHT_PAS_LOW_RUR,2,2031,0.0
RE1,NE_DEMRESELCWHT_PAS_LOW_URB,1,2031,0.0
RE1,NE_DEMRESELCWHT_PAS_LOW_URB,2,2031,0.0
RE1,NE_DEMRESELCWHT_PAS_MID_RUR,1,2031,0.0
RE1,NE_DEMRESELCWHT_PAS_MID_RUR,2,2031,0.0
RE1,NE_DEMRESELCWHT_PAS_MID_URB,1,2031,0.0
RE1,NE_DEMRESELCWHT_PAS_MID_URB,2,2031,0.0
RE1,NE_DEMRESELCWHT_TAN_HIG_RUR,1,2031,0.0
RE1,NE_DEMRESELCWHT_TAN_HIG_RUR,2,2031,0.0
RE1,NE_DEMRESELCWHT_TAN_HIG_URB,1,2031,0.0
RE1,NE_DEMRESELCWHT_TAN_HIG_URB,2,2031,0.0
RE1,NE_DEMRESELCWHT_TAN_LOW_RUR,1,2031,0.0
RE1,NE_DEMRESELCWHT_TAN_LOW_RUR,2,2031,0.0
RE1,NE_DEMRESELCWHT_TAN_LOW_URB,1,2031,0.0
RE1,NE_DEMRESELCWHT_TAN_LOW_URB,2,2031,0.0
RE1,NE_DEMRESELCWHT_TAN_MID_RUR,1,2031,0.0
RE1,NE_DEMRESELCWHT_TAN_MID_RUR,2,2031,0.0
RE1,NE_DEMRESELCWHT_TAN_MID_URB,1,2031,0.0
RE1,NE_DEMRESELCWHT_TAN_MID_URB,2,2031,0.0
RE1,NE_DEMRESELCWSH_HIG_RUR,1,2031,0.0
RE1,NE_DEMRESELCWSH_HIG_RUR,2,2031,0.0
RE1,NE_DEMRESELCWSH_HIG_URB,1,2031,0.0
RE1,NE_DEMRESELCWSH_HIG_URB,2,2031,0.0
RE1,NE_DEMRESELCWSH_LOW_RUR,1,2031,0.0
RE1,NE_DEMRESELCWSH_LOW_RUR,2,2031,0.0
RE1,NE_DEMRESELCWSH_LOW_URB,1,2031,0.0
RE1,NE_DEMRESELCWSH_LOW_URB,2,2031,0.0
RE1,NE_DEMRESELCWSH_MID_RUR,1,2031,0.0
RE1,NE_DEMRESELCWSH_MID_RUR,2,2031,0.0
RE1,NE_DEMRESELCWSH_MID_URB,1,2031,0.0
RE1,NE_DEMRESELCWSH_MID_URB,2,2031,0.0
RE1,NE_DEMRESLPGCKN_HIG_RUR,1,2031,0.0
RE1,NE_DEMRESLPGCKN_HIG_RUR,2,2031,0.0
RE1,NE_DEMRESLPGCKN_HIG_URB,1,2031,0.0
RE1,NE_DEMRESLPGCKN_HIG_URB,2,2031,0.0
RE1,NE_DEMRESLPGCKN_LOW_RUR,1,2031,0.0
RE1,NE_DEMRESLPGCKN_LOW_RUR,2,2031,0.0
RE1,NE_DEMRESLPGCKN_LOW_URB,1,2031,0.0
RE1,NE_DEMRESLPGCKN_LOW_URB,2,2031,0.0
RE1,NE_DEMRESLPGCKN_MID_RUR,1,2031,0.0
RE1,NE_DEMRESLPGCKN_MID_RUR,2,2031,0.0
RE1,NE_DEMRESLPGCKN_MID_URB,1,2031,0.0
RE1,NE_DEMRESLPGCKN_MID_URB,2,2031,0.0
RE1,NE_DEMRESNGSCKN_HIG_RUR,1,2031,0.0
RE1,NE_DEMRESNGSCKN_HIG_RUR,2,2031,0.0
RE1,NE_DEMRESNGSCKN_HIG_URB,1,2031,0.0
RE1,NE_DEMRESNGSCKN_HIG_URB,2,2031,0.0
RE1,NE_DEMRESNGSCKN_LOW_RUR,1,2031,0.0
RE1,NE_DEMRESNGSCKN_LOW_RUR,2,2031,0.0
RE1,NE_DEMRESNGSCKN_LOW_URB,1,2031,0.0
RE1,NE_DEMRESNGSCKN_LOW_URB,2,2031,0.0
RE1,NE_DEMRESNGSCKN_MID_RUR,1,2031,0.0
RE1,NE_DEMRESNGSCKN_MID_RUR,2,2031,0.0
RE1,NE_DEMRESNGSCKN_MID_URB,1,2031,0.0
RE1,NE_DEMRESNGSCKN_MID_URB,2,2031,0.0
RE1,NE_DEMRESNGSWHT_FOR_HIG_RUR,1,2031,0.0
RE1,NE_DEMRESNGSWHT_FOR_HIG_RUR,2,2031,0.0
RE1,NE_DEMRESNGSWHT_FOR_HIG_URB,1,2031,0.0
RE1,NE_DEMRESNGSWHT_FOR_HIG_URB,2,2031,0.0
RE1,NE_DEMRESNGSWHT_FOR_LOW_RUR,1,2031,0.0
RE1,NE_DEMRESNGSWHT_FOR_LOW_RUR,2,2031,0.0
RE1,NE_DEMRESNGSWHT_FOR_LOW_URB,1,2031,0.0
RE1,NE_DEMRESNGSWHT_FOR_LOW_URB,2,2031,0.0
